,가격,평점,채널,날짜,제품명,리뷰
15,"309,000",평점5,옥션,20.09.22.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,배송빠르고흡입력이 굉장히 쎕니다.다 ㅇㅇ 무선청소기에 비헤서 무게감이 많이 가벼워서 팔이 덜아픕니다.더불어 무게감만큼 가격도 훨씬 저렴하구요.
16,"309,000",평점5,옥션,20.09.22.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,생각보다  흡입력이 너무좋아서완죤감동입니다.쿠쿠청소기대박입니다~^^완젼강추강추
17,"309,000",평점5,주식회사 원어나더,21.10.01.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,굉장히 만족스럽습니다 ㅎㅎ 힘도좋고 무게고 적당하네요~ 잘쓰겠습니다
18,"309,000",평점5,쿠쿠홈시스 직영스토어,21.07.01.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,가볍고 조용합니다. 구성품 많아 활용성 좋고 가격대비 성능 만족합니다.
19,"309,000",평점5,옥션,21.07.10.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,이중포장으로 박스나 청소기 손상없이 잘 왔네요. 빠른 배송 감사합니다.
20,"309,000",평점4,쿠쿠공식브랜드샵,21.02.08.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,"1. 명절 전이어서인지 배송이 좀 걸렸습니다. 이 부분은 미리 연락을 주셨으면 좀 덜기다렸을 것 같습니다. 2. 구성품 빠지지 않고 잘왔습니다. 조립하는 것도 어렵지 않고 끼우기만 하면 돼서 쉬웠습니다!3. 무게는 솔직히... 다른 청소기는 안써봐서 잘 모르겠지만... 무게가 위에 있다보니 아주 가볍진 않습니다. 2-30대는 거뜬할거같은데 50대이신 어머니가 들기엔 살짝 어깨아프시지 않을까싶습니다.4. 오자마자 한번 스윽 돌려봤는데 흡입력은 크게 나쁘지 않은 것 같아요. 밤이라 가장 낮은 단에 두고 돌렸는데 머리카락 정도는 잘 빨리는 것 같습니다. 5. 사정상 온 집에 매트와 카페트를 깔게 되는 바람에...기존의 청소기로는 청소가 어려워 구매하게 되었는데, 매트 위, 카펫 위에서 기본브러쉬로 작동 잘 돼서 좋습니다 ㅠㅠ 6. 거치대에 여러 브러쉬 거치할수 있어서 좋습니다. 다만 침구브러쉬만은 같이 거치할수없는 점은 아쉽습니다. 7. 높이조절 되지 않는 점이 좀 많이 아쉽지만 가격 생각하면 감안할수있는정도입니다. 8.  브러쉬를 뺄 때도 동전으로 열어서 뺄수는 있으나.... 음 이부분도 플라스틱이다보니 무조건 힘으로만 열려고 하거나 오래되면 고장날 우려가 있어 좀 아쉽습니다. 첫 무선청소기라 다른 물건과 비교는 좀 어렵지만 좀 더 써보고 생각나면 한달 후기 남기겠습니다~"
21,"309,000",평점5,옥션,20.09.20.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,추가로 들어있는 각종 브러쉬를 함께 보관 할수 있어 너무 좋네요~ 보통은 이렇게 할수 없었던지라~ 따로 보관하고~ 보관중이던걸 잃어버리고~~~그랬지말입니다~ ;;이부분이 젤 마음에 드네요ㅎ아직 사용전인지라~~ 뒤에 포켓이 하나 더있더라고요~ 음~ 보조배터리 충전하는 곳이네요~~^^미리 알아보았더니~ 쿠쿠몰에가서 회원가입후 쿠폰받아 보조배터리 구매하면 15%까지 할인된 금액으로 구매할수 있다하더라고요~^^부담을 덜어주니 더 좋아요ㅎ기본 브러쉬가 엄청 부드럽게 움직이네요~ 너무 부드럽게 움직이니 청소 시 맘대로 움직이는거 아닌가 싶었는데 바닥에 놓고 움직여보니. 바퀴와 함께 제가 원하는대로 잘만 움직여지더군요ㅎ손안닫는곳을 청소하는 브러쉬~대박~!!구부러지는~~ 보통 청소기를 들어올렸죠?팔에 무리한 힘을 주지마세요~구브러짐으로 편안하게 자유롭게~^^청소기~ 50만원도 않주고~ 득템했어요~잘 쓸께요 ~~ 고맙습니다 ~~~^^♡
22,"309,000",평점5,위메프,21.02.22.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,삼성 청소기 구매했다가 삼성 내부사정으로 3주넘게 배송이 지연되어서 고민하던중에 지인분이 쿠쿠 청소기 구매했는데 괜찮다고 추천하셔서 구매했어요. 처음에 박스 받아봤을 때 무거워서 당황했는데 부속품들이 많아서 무거웠던 거고 사용중에는 무겁지 않고 좋은 거 같아요. 조립도 설명서 보지 않고도 쉽게 할 수 있었고 청소할 때 오토로 사용하는데 딱 적당하고 좋은 흡입력인 거 같아요. 1단으로 사용해도 흡입력도 좋고 소음도 심하지 않아서 만족하고 있습니다. 다만 엄마께서 키가 작으신데 청소기 길이 조절이 안되어서 좀 높아서 불편하다고 하시는데 이건 다른 청소기들도 다 똑같으니까 단점이라고 할 수 없을 거 같아요. 기본 청소기 외에도 기타 부속품들이 많이 왔는데 평소에 자주 사용하지도 않고 깔끔하게 두는 것을 좋아해서 설치는 안하고 옆에 박스에 잘 담아뒀다가 필요할때만 꺼내쓰고 있어요.
23,"309,000",평점5,옥션,20.09.24.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,"가성비 짱!!!X지, 죽은손 대비 가격대 만족도 좋아요무게감은 죽은손 보단 살짝 무거운감이 있는데 사용시 청소헤드부분이 좌우 부드럽게 회전이되서 실사용시엔 무게감 차이가없고요. 출력조절이 다양하게 조절이되고 자동 모드가있어서 바닥 먼지량 오염에 따라 빠르게 강약조절이되요.작동시 기본 쌔기로도 청소진되고요. 평소 더러워 청소하고싶던 헤드부분 분해청소는 속이 시원하네요.먼지통도 물청소되고 깔끔 합니다. 손잡이부분 딱딱한플라스틱아니고 부드러운 고무?  코팅부분은 오래쥐고청소시 피로도 줄여주는 것같아요.초등학교 저학년 여자 아이들도 자기방청소한다고 들고가서 잘하내요 ^^""일이십만원짜리의 저급 소재도 아니고 퀄리티도 좋고만족도 좋습니다"
24,"309,000",평점1,쿠쿠홈시스 주식회사,21.09.10.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,"리뷰 길게 쓰는 편은 아닌데 길게 쓸 수 밖에 없겠네요..일단 일주일 정도 걸려서 상품 받았는데 은근슬쩍 한단계 아래 옵션 상품으로 배송와서 어이가 없었으며, 상품 번호 확인 안했으면 그냥 넘어갈뻔..어쨌든 오배송된 상품에 있어 빠른 교환 진행이 되어야함에도 사진을 첨부해서 메일을 보내라느니 본인들 잘못에도 불구하고 고객을 마치 거짓말쟁이로 몰지를 않나..고객센터요? 거짓말 안하고 100번 넘게 이틀에 걸쳐 전화해야 겨우 연결됩니다. 쿠쿠본사 직영이라고해서 믿고 구매하는데 이건 뭐..동네 구멍가게 주인 만나서 얘기하는 것보다 힘듭니다. 아울러 제품 자체도 저가 플라스틱으로 만들어졌는지 견고함과는 거리가 멀고 전에 쓰던 제품보다 두배는 무거운듯..상품 받아보고 싸구려 제품 티가 너무나서 집에 오는 손님이 보고 비웃을까 숨겨두고 써야하나 고민했습니다..여러모로 쿠쿠는 애먼 제품 만들어서 브랜드 팔이 하지말고 밥솥이나 잘 만들어주시면 좋겠네요..그냥 몇달 쓰다 버리렵니다..."
25,"309,000",평점5,G마켓,21.05.20.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,"집에 쿠쿠 제품이 밥솥, 비데, 정수기 이렇게 3개 쓰고 있는데 다 문제없이 만족스럽게 쓰고 있어서 평소 정감가는 브랜드였습니다.근데 무선청소기 기존에 쓰던게 갑자기 고장나버려서 집안에 머리카락이 여기저기 수북하기에 서둘러 청소기 모델을 알아보던중 쿠쿠에서도 무선청소기가 나온다는걸 알게 됐고 가격은 프리미엄급보다는 저렴한데 성능과 구성은 가격대비 너무나 훌륭하게 준비되어있는 것을 보고는 쉽게 결정을 내리게 되었습니다. 이번에 무선청소기 고장나고 보니 정말 a/s가 중요하던데 그래서 쿠쿠를 선택한것도 크네요.가격이 이것보다 더 저렴한 무선청소기는 많지만, 국내에서 대기업 제품으로 a/s처 걱정없이 이용가능한데 가성비도 좋은 제품은 이 제품뿐이었던것 같습니다.배송받고 언능 조립해서 바로 사용해봤는데 흡입력은 짱짱한데 소음은 크지않고 만듦새도 탄탄한것이 매우 만족스럽더라구요.가족들 모두 제 선택에 만족하고 감탄하는 모습에 아주 뿌듯하답니다~ 무선청소기도 모두 쿠쿠 하쎄요~!!^^"
26,"309,000",평점5,옥션,20.09.19.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,가격에 놀라고 상품에 놀라고 성능에 놀랐다! 와...백만원짜리랑 솔직히 차이가 먼지 모르겠어요. 비싼만큼 좋은거긴 하겠조... 1 버튼 조작도 쉽고 간단 오토 + - 2 흡입력 흡입 엄청잘됩니다.동전만한 종이도 흡이잘되요 예전처럼 무선이 약하지 않아요 안써보신분은 몰라요 엄청쌔요. (30만원짜리 중국제품있는데 비교불가 정말입니다) 3 핸들링 침대밑에 예전꺼는 안들어가는데 쭉 들어갑니다4 무게 그렇게 가볍진 않아요.5 청소 너무 쉬워요 먼지통 부터 그주위 부품 분리 물청소 다되요!6 그리고 흡입할때 배출바람이 얼굴로 직접 안오고 양쪽으로 전그게 너무좋아요
27,"309,000",평점4,쿠쿠홈시스 주식회사,21.09.17.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,"좋은 상품, 그러나 아쉬운 서비스제품 : 5점다른 대기업 청소기들의 반값 정도 가격에 성능은 뒤지지 않습니다. 손잡이가 무겁다는 이야기가 있으나 제가 들어봤을 때는 그다지 무겁다는 생각은 없었고, 일반적인 바닥을 청소할 때는 물론 청소기 입구를 바꿔 이불과 토퍼 위를 청소할 때도 좋은 성능을 보였습니다.서비스 : 3점9월 1일 주문 후 3일에 처음 물건이 하위모델로 오배송 되어 교환신청을 한 후 고객센터에 문의를 하면 계속 이미 대기중인 고객들이 있다면서 2분정도 기다리다 끊어지는 일이 부지기수였습니다. 이틀에 걸쳐 시도해도 상담원과 연락을 할 수 없어서 네이버를 통해서 판매자와 연락이 어렵다고 문의메일을 보내고 나서야 간신히 상담원과 통화하고 교환절차를 진행할 수 있었습니다. 상담원의 상담은 친절했지만, 연결되는 절차까지가 너무 힘들었고 9월 17일이 되어서야 교환이 완료되어서 시간이 너무 길게 걸렸습니다.총점 : 4점제대로 된 물건이 배송만 되었다면 겪지 않았을 문제를 겪어서 좋은 제품을 받았음에도 아쉬웠습니다. 혹시나 저 같은 문제를 겪으시게 된다면 고객센터로 바로 전화하시기보다 네이버 문의를 통해서 상담을 진행하는 것을 추천드립니다. (직접 통화하려면 대기고객이 항상 있어서 연결에 실패하는 경우가 많습니다.)"
28,"309,000",평점5,옥션,20.09.19.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,"오~생각보다 훨간지납니다!무선청소기구매 하려고 고민중,S사,L사,다**은 솔찍히 넘비싸서 고민중이였는대.쿠쿠에서 청소기가 그것도 무선으로 착한가격에 성능또한 있을건 다있는대 이가격에 나왔대서 반신반의하며 구매! 친정엄마는 다**사용중이신대 파워버튼을 계속누르고 돌려야하고,5분이상 돌리면 검지손가락이랑 손목이 엄~~청 아픈대  쿠쿠청소기는  버튼지속적으로 안누르고 있어도 되고,핸들링도 부드럽고,AUTO모드로 밤11시에 돌려도 소음이 심하지 않아 층간소음 문제없겠어요~저같은 워킹맘들한테는 딱~!!! 입니다. 쿠쿠에서 물건하나 만들어냈듯 하네요~ㅎ 가격대비 알차게 들어있고, 배송도 잘되서오고 근래 구입한 물건중 최고로 만족~👍👍👍"
29,"309,000",평점5,옥션,20.09.19.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,쿠쿠에서 클린무선청소기가 출시되었다해서 얼른 옥션에서 구입했는데 드디어 오늘도착했네요 청소기 부품 조립도 사용자입장에서 사용하기 편리하게 되어있네요 사용해보니 가볍고 바닥부착시 부드럽고 회전력도 좋아서 힘들이지 않고 자주 사용해도 손목에 무리가 없어 잘 사용할것같아요^^* 흡입력도 좋고 얇아서 냉장고 도어밑에도 청소가능~가소성좋은 성능좋은 청소기를 구입한거 같아 넘 좋아요^^*걍츄 드려요각 부속품 플렉스연장관까지 5종(2in1브러쉬+틈새흡입구+더스팅브러쉬+침구브러쉬)까지 있네요^^*
30,"309,000",평점5,옥션,20.09.21.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,다이슨이랑 A9이랑 고민하다가 지인소개로 쿠쿠제품으로 선택했어요.. 가격은 절반수준인데 성능은 거의 동급이네요~ 모터도 일반모터 아니라 항공모터라고 하던데 흡입력도 좋구요 소음도 일반 청소기보다 적은거 같아요 일렉트로룩스 유선 썼는데 질질 끌고 다니는거 좀 불편했는데 무선이라 편하고 핸들링도 스무스하게 잘 되고  다른제품은 유상으로 사야하는 구성품도 기본으로 있어서 좋아요~  침구흡입구 굿굿~   잘 산거 같아요^^
31,"309,000",평점5,옥션,20.09.18.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,다양한 청소기들을 다 사용해보고속는셈치고 브랜드 청소기 반가격 정도 되니 구입해보았어요~밥솥이나.정수기 쿠쿠 사용중이지만 나쁘지 않아서요~근데 이건 정말 물건 이더군요대 to the 박 쓰~~~~@@일단 LG코드제로 사용중 이여서 비교해봤습니다 겉모습 부터가 뭔가 비장한...로보캅을 연상케하는건 저만 그런가요?근데 또 가볍고거기다 흡입이...와우...판타스틱~~~간만에 돈 안아깝네요~~^^
32,"309,000",평점5,옥션,20.09.22.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,시작단계에서 버튼 한번만 눌러도 작동이되네요~~~~^^친구집에~~~모~~브랜드 비싼건데  계족 누르고 있어야거든요ㅋ이부분이 넘 맘에 드네요~흡입력  또한 신랑이 너무 좋다해요 근처만가도 쏴아악~~!!^^침구청소기를 작동해보았어요~ 소리가 별로않나서 작동되는건가? 했는데~ 먼지통보고 깜놀ㅋ 저소음 인정ㅎ이데 우리집 청소는 신랑이 다할듯 해요ㅎ이런 좋은 이런 착한 가격 너~~~~~무 좋아용 ㅎ
33,"309,000",평점5,쿠쿠공식브랜드샵,21.11.12.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,한달정도 기다려서 어제 받았습니다~오늘사용해보았는데 기다린 보람이있었네요^^ 일단 생각보다 무겁진않아요~(손목약하신분은 무겁겠지만)무선청소기 특징이죠~헤드도 엄청부드럽게 돌아가고 심플하고무엇보다 청소하고 먼지통비울때 또 한번 맘에 들더라구요~통이 깔끔하게빠져서 물세척하기 너무 편하네요^^ 소리에비해 흡입력도 좋아요!!
34,"309,000",평점5,옥션,20.09.24.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,"밧데리 동시에 2개충전 가능하네요추가 밧데리 별도 구매해야겠어요완충후 30평 40평까지 청소가능했구요.6종브러쉬제공에 청소부 먼지통 분해,  물청소가능한게 좋은것 같아요무게감은 다이소와 별차이없는듯 살짝무거운듯 하나 청소시  부드럽게 방향전환되고 운전?이 쉬워요. 자동 모드시 먼지상태따라 자동 강약조절되고 소음은 다이소대비 조용한것 같아요짧은 사용이지만 아주 만족스러워요^^"
35,"309,000",평점5,옥션,20.09.24.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,다이슨8하고 비교해보니 우선 가볍습니다. 제가 손목이 약해서 다이슨 쓸때는 무거워서 참고 사용했는데 쿠쿠제품은 다이슨보다 1키로 가볍다고 가뿐해요. 선물했는데 너무 기뻐하네요 잡자마자 하는말이 너무 가벼워 였어요 ㅋ. 흡입력 다이슨못지않게 힘있구요 안에 먼지 비울때도 누르면되니 너무 편하게 잘 만들어졌습니다. 침구청소기까지 있고 여러가지로 쿠쿠청소기가 바빠질것같네요^^
36,"309,000",평점5,옥션,20.09.21.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,"사용 중이던 청소기가 고장나서 폐기하고, 무선 파워클론 청소기를 알아 보던 중 쿠쿠 회사에서 새롭게 출시된 인스퓨어 파워클론 청소기를 알게 되었고, 꼼꼼하게 비교해보고 구매를 결정했는데 매우 만족하고 있습니다.^^80만원대 다x슨 동급 성능에 시크한 블랙색상에 디자인도 매우 만족스러운데 40만원 후반대에 잘 구매한것 같습니다. 23,0000pa로 강한 흡입력에 소음도 생각 보다 너무 조용하네요.^^"
37,"309,000",평점5,SSG닷컴,21.08.07.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,"더운 여름 선풍기,에어컨 바람에 날아다니는 냥이와 멍이 털과의 전쟁 중인 요즘  고민하다 착한 가격의 무선청소기를 구입했네요. 생각보다 작동소리도 작고 저녁에 살짝돌려도 민폐끼치지  않을듯요....2단계까지는....저희집 헤어드라이 소리랑 비교해봤는데 청소기 소리가 더 작았답니다.일주일 사용했는데아직까지는 만족합니다.ㅎㅎ"
38,"309,000",평점5,위메프,21.02.22.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,한달여간 청소기를 알아본  결과 구매한 쿠쿠청소기인데요...비슷한 가격대의 제품들 중 가장 괜찬찮다고 생각해서 구매했습니다. 받아서 실제 사용해 보니 오토기능이 좋았구요. 흡입력과 디자인도 만족스럽습니다. 여러트키들도 활용도가 좋습니다. 이틀정도밖에 사용해보진 않았지만  오래고민하고 고른만큼 잘쓰면 좋겠네요.
39,"309,000",평점5,쿠쿠공식브랜드샵,21.09.28.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,"하이마트,전자랜드,엘지,삼성,마트 등청소기 파는곳은 다 가보았네요부모님 사드릴꺼라 무게,편의,가격,먼지비우기 모든걸 따지다 보니 뭐 하나씩은 부족하던 찰나 쿠쿠 청소기 보고 현장에서 테스트 해 보고 구매 결정 하였네요.발품 팔고 시간 쓰지 마시고 구매 하셔도 좋습니다.조립 아주 아주 쉽고요, 정말 조용합니다."
40,"309,000",평점5,G마켓,21.03.20.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,외형이나 성능은 좋은것같습니다. 좋은점은 다른많은 분들이 해주셔서 전 단점만 이야기하지면 일단 무게감이 좀 있습니다. 그리고 제품을 스텐드에 거치할때 충전단자와 청소기가 좀 엇갈리면 충전이 안될수도 있는것 같습니다. (두번째 사진에서와 같이 베터리충전부와 거치대충전부가 조금엇갈리게 되면 충전이 안되네요.근데 거치할때 불이 켜지는지 보면 되니까 크게 불편하지는 않습니다)
41,"309,000",평점5,옥션,20.09.20.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,추석 전이라서 그런지  빠른 배송은 아니었지만  받고 보니  색상도 고급스럽고 손에 쥐어지는 느낌이 가벼워요  소리도 크지 않고 흡입력이 아주 좋고  흡입구 부분이  자유롭게 움직여지니 구석 구석 청소 하기 참 좋아요 청소를 자주  할 것 같아요^^  가격도 적당하고 맘에 쏙 드네요
42,"309,000",평점5,옥션,20.09.24.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,평소 상품평을 믿지 않는 1인 입니다...근데 ...거짓말 조금 보태서 진짜대박 흡입력이면 흡입력소음이면 소음집안 한켠에 저리 놓으니청소기가 멋있어보이는 느낌까지...작은가구 밑에두 잘들어가구뭐하나 흠 잡을데가 없네요...진짜 가성비 쵝오!!!이런 제품들은 많이들 알고 사용하심좋겠어요~
43,"309,000",평점5,옥션,20.09.21.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,드디어 기다리던 청소기가 왔네요이전청소기는 L사 청소기를 사용중이였구요장단점이 있지만 사용해보니 가격대비 굿이네요장점 몇가지 얘기하자면1. 롤링이 좋아요 (아주 부드럽습니다)2. 오토기능3. 먼지통 완전 분리(깔끔하신분들 좋아하시겠어요)4. 무게(L사대비 가벼워요)5. 뭐니뭐니해도 가격이 착함6. 흡입력 딸리지 않음
44,"309,000",평점5,G마켓,20.12.15.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,이번에 쿠쿠청소기를 구매했어요다이슨 사려다가 AS 때문에 쿠쿠로 결정하고 공기청정기랑 패키지로 묶여있는 상품을 구매했는데요청소기 공기청정기 넘 좋아요둘다 소음이 적고 성능도 넘 좋습니다거치대도 벽에 고정할 필요없이 세워두면 되니까 너무 편리합니다~청소기 구매의사 있으신 분들께 추천드리고 싶어요~~잘 사용할께욤~
45,"309,000",평점5,G마켓,21.09.11.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,무선처음사용합니다.손잡이쪽 핸들링 부드러워요.소음도  적고  단점은처음에 들어서 뺄때나 청소기 머리를한번씩 들때~~~ 머리부분이 아무래도 배터리가 들어가니 무게감은 감안해야될것같아요.저는풀로있는제품구매했는데잘한것같아요.무선은 사용하고 푼데 가격이 부담스럽지 않고무엇보다도 as부분이 매력인것같아요
46,"309,000",평점5,옥션,20.09.22.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,이것저것 고민하다 마침 쿠쿠청소기  출시된다는얘길 우리집에오시는 매니저님께 들었어요정말 잘샀다는~~득탬 완전 득탬~~항공모터 때문인지 흡입력 짱 짱소음은 조용~ 지인한테 꼭 사라고 해야 겠어요좋은제품 저렴하게 살수있어서 진심 감사해요
47,"309,000",평점5,위메프,21.02.10.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,매장에서 직접 테스트 하고 구매했어요. 가성비 좋다는 말 맞는 것 같아요. 단계 조절이 가능하다는 점이 젤 좋았고 거치대에 다른 추가 구성도 부착할 수 있는게 생각보다 좋은 것 같아요. 무게감도 가벼운 편입니다. 부모님께서도 마음에 들어하시네요.
48,"309,000",평점5,쿠쿠공식브랜드샵,21.10.05.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,무게감 적당하고 소음 거슬리지 않고 사용할 헤드 다양해서 좋아요. 후기 보고 혹시나 고장나면 수리 맡길 센터 가까워서 쿠쿠 선택했는데 괜찮은 선택이었다고 생각합니다. 먼지통이 강하지 않은 힘으로 건드려도 빠지는데 그건 적응해야 할 것 같아요.
49,"309,000",평점5,위메프,21.04.18.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,배송이 빨라서 좋았어요그런데 생각보단 구성품이 야무지더라구요신혼집에서 쓰라고 친구가 선물로 보내줬는데 브랜드만 보곤 솔직히기대는 안했는데 현재 집에선 s사껄 사용중인데 구성품이 s사 못지 않아요!!!정말 가성비 갑이라는게 이런거구나라고 느꼈어요~~~가성비 갑인 좋은제품 많이 올려주세요
50,"309,000",평점5,옥션,21.03.16.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,회사 청소용으로 사용하려고 구매했습니다. 물건은 빨리 받았습니다. 물건 받고 조립하는데 설명서 보고하니까 쉽게 거치대 조립이 가능해서 좋았습니다. 구성품이 다양하고 거치대에 같이 보관할 수 있어 좋았습니다. 청소 어댑터가 여러 개라 바닥 뿐만 아니라 다양한 곳까지 청소하기 편한 것 같습니다. 좀 더 써봐야 알겠지만 지금 써본 결과 좋은 것 같습니다. 앞으로 쭉 잘 쓸거라 믿습니다.
51,"309,000",평점5,G마켓,21.02.01.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,너무 고가의 제품 구입은 어려워서 적당한 가격대 제품 검색하다가 여러 후기가 좋길래 구입했습니다.성능 좋고 충전도 빠르고 좋네요ㅎㅎ블투스피커랑 배터리 추가증정 행사까지해서 혜택이 많아서 더 좋은것 같아요~!창고에 정리가 안되서 지저분한테 좁고 협소한 공간에도 자리 차지 많이 없이 충분히 설치가 되네요주입구 4개 거치할수있는 거치대도 너무 좋아요!ㅎㅎ
52,"309,000",평점5,위메프,21.02.16.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,엘지나 삼성꺼 살까하다가 가격이 너무 비싼거 같아서 가성비 좋은 제품 찾아보고 구입했어요~기존에 쓰던 청소기 보다 소리도 조용하고 흡입력도 나쁘지 않아서 가격대비 괜찮은 거 같아요~다만 청소기 차체가 무거워서 밀고 다닐때 팔이 좀 아팠어요~무거운거 빼면 괜찮은 제품입니다.
53,"309,000",평점5,옥션,20.09.21.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,이건...괴물인가요?스~에상에...거짓말 조금 보태서 가까운 옆집 먼지까지흡입할정도네욤...소리는 또 왜케 조용한건지...밤이고 새벽이고 눈치 안보고막 사용중입니다~^^;;사실 다※슨.※지  등등...거품이 너무 심하잖아요...반가격 정도에가성비 대박 👍흡입력은 더 대박👍👍부모님 댁에 한대씩 놔 드려야 겠어요~
54,"309,000",평점5,옥션,20.09.24.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,쿠쿠 파워클론 청소기 흡입력도 아주 강하고 5중 안심필터가 미세먼지를 흡입해서 안심하고 사용하니 좋아요~~먼지통ㆍ필터까지 분리 세척이 가능해서 깨끗해서 좋아요~~ 무엇보다 가볍고 흡입력이 좋아요~~ 타사보다 가격도 절반인데 성능은 절대 뒤지지않아요~~너무 만족하고 강추드려요~~역시 쿠쿠입니다 감사드립니다~~
55,"309,000",평점5,옥션,21.05.08.,쿠쿠홈시스 쿠쿠 CVC-A1410UG,배송  빨라요  친정집에서  사용해보고  구매합니다  친정 식구들 네집이나 다 같이 주문했어요  다른 온라인 쇼핑몰보다 더 저렴하게 샀구요 흡입력  맘에 들어요   추가 밧데리  신청은 쿠쿠몰에서  했어요 7월로 신청했는데  잘 오겠죠.
