가격,평점,채널,날짜,제품명,리뷰
"178,600",평점5,테팔,21.12.23.,2020년형테팔 엑스퍼트3.60 TY6933,가성비 너무 좋아요! 리뷰보고 테팔로 맘 굳히긴 했지만 진짜 솔직후기입니다ㅎㅎ 배송은 월요일 오전10시 주문해서 수요일 오후에 받았어요한칸정도 충전되어서 온것같은데 생각보다 넘 가볍고 작은 먼지들까지 다 청소되네요 가성비 넘쳐요ㅎㅎㅎ굳이 이가격에 아쉬운거 꼽자면 앞부분이 플라스틱이라 깨지면 사용 못할것같아서 약간은 조심조심~키가 큰편이라  이 가격에 완전 만족합니다! 고민이신분 얼른 겟하세용ㅋㅋ내돈내산 찐후기
"178,600",평점5,테팔,21.08.15.,2020년형테팔 엑스퍼트3.60 TY6933,본가에서는 다이슨을 쓰는데 가격이 너무 부담스러워서 테팔 엑스퍼트를 구매 했습니다. 고양이 모래도 흡수 잘되고요 ㅎㅎ 무엇보다 러그에 쌓인 먼지들도 다 흡수가 됐습니다. 샤기러그를 쓰는데 이젠 먼지 털러 안가도 돼서 너무 좋아요. 나중에 결혼할때 이친구 데려가려고 합니다! 많이 파세요!!
"178,600",평점4,테팔,21.08.28.,2020년형테팔 엑스퍼트3.60 TY6933,배송빠르고 잘받았어요.청소기 흡입력도 무선청소기들 비교하면 완전좋아요.별하나 뺀거는 청소기 거치대가 너무 약하고 허술해요.대충 거치대느낌. 나사박고 고정은 했는데 부속품 꽂는곳이 약해서 꽂는거라기 보다는 걸친다는 느낌 ?그리고 청소기 꽂는 곳 라인쪽에 살짝 프라스틱이 부셔져서왔네요...쓰는데 지장없을거 같아서 그냥 씁니다.그리고 리뷰데로 바람이 얼굴쪽으로 많이와요.다음에는 바람하고 거치대 개선좀 부탁드립니다~
"178,600",평점5,11번가,21.10.17.,2020년형테팔 엑스퍼트3.60 TY6933,라이브방송보고 구매했는데 저렴한 편에 테팔이니 브랜드도 믿을만하고 소음도 적당해요핸들링 좀 가벼운감 있으나 그래서 전체 무게도 가벼워요아쉬운건 바람 나오는곳이 옆면이었으면 얼굴부분이랑 안부딪힐텐데 하는 아쉬움이 있네요 가성비 흡입력도 배송도 만족합니다
"178,600",평점5,11번가,21.04.03.,2020년형테팔 엑스퍼트3.60 TY6933,라이브로 저렴하게 구입했고요. 가벼워서 일단 좋아요.기존에 일렉트로닉스 사일런트 청소기를 사용하다보니 무거워서 매일쓰는게 힘들어서 무선청소기를 사려했는데 테팔이라 믿고 구입했어요.소음은 기존청소기랑 비슷한정도로 느껴졌고 청소는 잘빨아들이네요.그리고 정말 가볍고 잘밀려서 좋아요. 아쉬운점은 거치대를 따로 사야하는데 같이 판매하셨음 좋았겠어요.구매자들에게 좀 저렴하게 판매하시던지요. 집 벽에 나사박아가며 거치대  설치할수있는  집이 얼마나 있을까 싶어요..거치대가 없어서 편하게 못세우는게 가장 아쉽네요.판매하는곳 알려주심 구입하고 싶어요
"178,600",평점4,11번가,21.04.02.,2020년형테팔 엑스퍼트3.60 TY6933,가격대비 만족스러워요. 배송은 정말 빨라서 어제저녁 5시 주문해서 오늘 오후 1시에 받자마자 충전해서 바로 사용해봤는데 소음은 생각보다 크지 않아서 괜찮구요 흡입력은 아무래도 유선 보다는 세지는 않지만 미세먼지등은 잘 흡입 되는거 같아요. 바람은 나오기는 하는데 그닥 얼굴로 향하지 않아서 크게 신경 쓰이는 정도는 아닙니다. 그런데 예상외로 LED가 유용하게 쓰이네요. 어차피 낮에 청소하는 거라 크게 쓸데 없을거 같았는데 낮이여도 곧잘 보여서 좋네요. 근데 새제품인데도 led불빛이 좌우가 다른데 왜 그럴까요
"178,600",평점5,11번가,21.11.14.,2020년형테팔 엑스퍼트3.60 TY6933,가성비 너무 맘에 듭니다!A9을 쓰고있고 보조제품으로 구매한건데 너무 만족 스럽습니다.소음도는 보통이고 흡입력도 괜찮은 편이예요-구석에 어두운 곳을 보조하는 등도 편리하고 맘에듭니다!충전대를 걸어둘 공간이 필요해서 그 점이 좀 아쉽네요-
"178,600",평점4,11번가,21.11.19.,2020년형테팔 엑스퍼트3.60 TY6933,가볍고 흡입력은 좋지만 청소할 때 나오는 미세먼지를 제가 먹고있다는 느낌이 들 정도로 바람이 정확히 얼굴로 와요! 그리고 거치대겸 충전기 벽에 못박고 설치해야해서 불편합니다. 하지만 가격대비 이정도로 가볍고  흡입력 좋은 제품 찾기 쉽지않아 만족합니다.
"178,600",평점1,11번가,21.10.03.,2020년형테팔 엑스퍼트3.60 TY6933,처음써보는 상품이라서 기대가 너무 많았는데요다른걸 다 떠나... 흡집이 좀 많은데....사진찍는것도 반품하는것도 그냥 그 모든과정이귀찮은 상황이라서 그냥 쓰겠습니다사실 가격은 너무 싸게 구입이？瑛릿歐楮？이런 후기조차 잘 안쓰는 사람입니다만은상황자체가 좀 성질나서 글은 남깁니다
"178,600",평점4,테팔,21.09.13.,2020년형테팔 엑스퍼트3.60 TY6933,사실 성능도 금액에 비해 좋고 청소한후 처리과정도 괜찮아요.다만 청소기 필터를 통과한 바람이 너무 얼굴쪽으로 나와서 사실 신경쓰이긴 해요. 가끔 재채를 심하게 할때도 있고요.추후 업그레이드버젼이 혹시 나온다면 그점은 꼬옥 개선해주셨음합니다.
"178,600",평점4,11번가,21.11.02.,2020년형테팔 엑스퍼트3.60 TY6933,"고정할 거치대 조립할 때 설명서가 너무 부실하고 나사 조임이 어려운 단점이 있었지만 그래도 청소기 성능 자체는 만족할 만 했습니다. 너무 편하고 좋아요. lg나 삼성같은 회사 청소기만큼 가볍지는 않는데, 그래도 이정도면 쓸만합니다. 추천해요."
"178,600",평점1,11번가,21.10.21.,2020년형테팔 엑스퍼트3.60 TY6933,장점은 생각보단 무겁지 않다는점이고 단점은 청소기바람 배출하는곳이 바로 상단 얼굴을 향해 있어 매우 분편했으며 브러쉬가 밀착형 천브러쉬인줄 알았는데 솔브러쉬라  바닥에 밀착되지 않아 흡착력이 매우 떨어짐 저희집이 방화마루라 더욱더 밀착이 안되었슴..
"178,600",평점5,11번가,21.10.15.,2020년형테팔 엑스퍼트3.60 TY6933,청소기만 돌리면 죽일듯이 ？i아오는 갓아지가이 청소기는 시큰둥하네요  조용해요ㅋ가볍고 청소하기도 쉽네요머리카락빼내기도쉽고 먼지망 청소도 필터는 물청소가능하고 ....거치대에 추가청소용품을 같이 끼워둘수있어  잃어버릴염려도 없겠네요몇년은  고장없이 잘쓰면 더 좋겠네요
"178,600",평점5,테팔,21.08.26.,2020년형테팔 엑스퍼트3.60 TY6933,주문하자마자 바로 배송처리되어서 다음날 배송 받았어요. 생각보다 크고 ? 생각보다 가벼워서 잘 쓰고 있어요. 충전 단자가 무조건 못을 박아서 사용해야하는데 그점만 조금 아쉬워서 어떻게 해야 좋을지 고민 중입니다. 감사합니다 ^^
"178,600",평점5,11번가,21.04.02.,2020년형테팔 엑스퍼트3.60 TY6933,"일단 배송 겁나게 빠르구요,  오자마자 충전해서사용하니 흡입력은 좋은데 역시 키작은 저에겐 뒤바람이 직빵으로 오네요. 머리말릴 정도로 바람이 세서혹시나 봤더니 셋팅이 맥스로 출고되나봐요.바람나오는 뒤 빨간버튼 누르면 조절가능한데표준으로하니 한결 낮긴한데 청소기능은 어떤지낼 다시 해봐야겠어요. 아주 가볍지는 않은것같고가격은 대박 만족합니다.as맡길일 없이 오래사용하길 바랄 뿐이예요.맥스로 카페트청소는 정말 잘되네요."
"178,600",평점5,11번가,21.04.04.,2020년형테팔 엑스퍼트3.60 TY6933,우선 배송이 정말 빠르네요. 주문하고 바로 다음날에 와서 깜짝 놀랐어요. 포장도 꼼꼼하게 잘 되어있었어요. 무선청소기를 처음 구입해봤는데 유명한 다o슨이나 큰 차이는 없었어요. 무게도 그리 무겁지 않고 소음은 그냥 청소기에서 일반적으로 나는 정도예요. 다o슨도 소음이 꽤 있더라구요. 앞부분에 led가 있어서 좀 있어보이는 것 같아요. 거치대가 세워지는 게 있음 더 좋았겠지만 가격이 워낙 저렴하다보니 이 정도도 만족합니다. 남편이 거치대를 벽에 붙인다고 말도 안 하고 벽에 구멍을 내놔서 좀 짜증이 났지만 그것 말고는 만족해요.^^
"178,600",평점3,G마켓,21.02.12.,2020년형테팔 엑스퍼트3.60 TY6933,장점 : 흡입력은 좋음. 좌우 자유롭게 헤드가 움직여서 청소가 용이함단점: 작동중에 바람이 청소하는 사람의 얼굴로 와요. 그리고 청소기의 세기가 강약 조절되는게 없이 on 아니면 off로만 작동되네요.또한 전원 버튼이 손잡이 부분에 있어서 손잡이 잡고 청소하다보면 자꾸 전원 버튼을 눌러서 끄게 되네요. 전원 버튼 위치가 ㅠㅠ청소기 소음은 일반적으로 청소기 작동할때 나는 정도의 소음 정도에요.그런데 제가 받은 청소기가 문제가 있는건지 청소기 작동중에 헤드부분에서  아무것도 없는 상황인데도 불구하고 청소기가 비닐같은것을 흡입할때 내는 불편한 소리를 내어서 청소기를 작동하는 중간중간 내고 있습니다.
"178,600",평점5,11번가,21.04.02.,2020년형테팔 엑스퍼트3.60 TY6933,무선 청소기 구매 하고 싶었는데 삼성 다이슨은 비싸서 구매할까 말까 고민하다 구매 포기 했는데 이번에 라이브 방송 특가로 나와 엄청 저렴하기도 하고 예전에 무선청소기 평가 평점 테팔 무선청도기도 좋았던걸로 기억되서 구매했어요.일단 배송은 엄청 빠르네요. 라방때 구매해서 오후 6시 다되서 구매 했는데도 오늘 오후2시 30분 이전에 도착했어요. 청소기 배터리 무게 때문인지 가볍진 않고 벽거치대는 나사 미포함이고 청소기 켜면 윗쪽에서 바람이 많나오는 점이 아쉽지만 헤드에 큰 바퀴 달린거 헤드가 옆으로 잘꺽이는거 led 불 들어오는거 흡입력 좋고 소음이 생각보다 크지 않은게 좋네요.
"178,600",평점5,11번가,21.10.06.,2020년형테팔 엑스퍼트3.60 TY6933,"정말 가볍고 좋아요! 그동안 청소포로 쓸다가 청소기로 침대만 쓸어주었는데도 먼지가 한가득 나와서 찐당황;;;가벼운 편인데 흡입력도 너무 좋아서 만족해요!!거치식 충전인게 단점이지만, 창틀에 걸어서 잘 사용하고 있네요 ㅎㅎ11번가 라이브 첫 구매인데 좋은 제품 좋은 가격에 구매해서 대만족입니다~!!!"
"178,600",평점4,11번가,21.04.04.,2020년형테팔 엑스퍼트3.60 TY6933,배송은 총알임1단은 너무 약해서 2단으로 쓰는데2단 소리가 시끄럽지 않고 잘 빨아들임핸들은 부드럽다기보단 휙휙 나가는 느낌브러쉬가 돌돌이가 아닌 빗이라 그런듯싶기도다@@도 써봤지만이정도면 가격대비 훌륭함최대 단점인 바람이 얼굴로 나오는 건좀 눕혀서 쓰면 괜찮음무겁지 않고 윗부분이 날렵한 디자인이라스텐거치데에  똑바로 세워져서 좋음
"178,600",평점4,11번가,21.10.13.,2020년형테팔 엑스퍼트3.60 TY6933,여기저기 가격비교하고있었는데 11일날  할인받아 구매해서 너무 좋아요. 바람이 얼굴로 나온다해서 걱정했는데 댓글처럼 심하지않아 다행. 예전 하부중심테팔청소기 사용하다 요거사용하니 너무 가볍고 좋아요. 가격대비 만족
"178,600",평점5,테팔,21.03.21.,2020년형테팔 엑스퍼트3.60 TY6933,왜 진작안샀는지..휴..마트가서 한번 만져보고 인터넷으로 사긴했는데. 원래 유선 청소기 썼는데 무겁기도하고 선으로 연결하고 그래서 좀 빡쳐있다가 무선청소기 그냥 적당한거사자 해서 찾았는데 성능도 좋고 그냥 좋아요 가격대비 좋아요 자취템 강츄
"178,600",평점5,11번가,21.10.02.,2020년형테팔 엑스퍼트3.60 TY6933,"어제인가 주문했는데, 총알배송이네요 ㅋㅋ남편 몰래 사서, 오늘 낮에 숨겨놓다가.. 마음에 찔려서....저녁에..불었어요..기존 무선청소기가 너무 무겁고 30만원 넘게 줬는데도,,,, 지금은 먼지를 먹지 못하고 계속 뱉어서 화나서.. 믿는 테팔이고 가격도 저렴해서 지금 꼭 사야했다고~~♡이벤트 당첨되면 최고라고.. 으헝.. 이벤트 당첨？瑛？ 더 좋겠어요~ 어쨌뜬 남편한테 들키고나서 남편이 개봉했고, 저는 말했죠. 내가 개봉안했다고 ㅋㅋㅋㅋㅋ 남편이 이쪽 저쪽 해보더니 깨끗하게 청소되는걸 보더니!!! 잘샀대요!!!!♡.♡ 휴~:-) 다행이댜♡"
"178,600",평점3,11번가,21.11.13.,2020년형테팔 엑스퍼트3.60 TY6933,배송 하나는 진짜 짱이었어요 ㅋㅋ 오전에 주문하자마자 그 다음날 배송 도착 문자가 오더군요. 시운전했을 때 중량은 가벼웠으나 어느 분이 리뷰에 바람이 위로 나와 얼굴쪽으로 나와 조금 불편하가는 글을 봤는데 .. 역시나 ㅠㅠ 얼굴쪽으로 바람이 나와 그건 좀 불편합니다. 그것만 빼면 가성비 괜찮은 거라고 봐요
"178,600",평점5,11번가,21.04.03.,2020년형테팔 엑스퍼트3.60 TY6933,배송른 빨랐어요. 포장도 겉에 박스로 한번 더 포장되어 만족합니다.제품도 각각 안전하게 잘 포장되어 있네요.가벼워서 청소할때 힘이 별로 들지 않아 만족합니다.다이슨보다 손에 힘이 덜 들어가요. 장단점이 될 수 있지만 버튼은 누르고 있지 않아도 원터치로 작동되어 저는 만족합니다.소리도 생각보다 크지않아요. 잠깐돌렸는데 머리카락이며 먼지가 많이 쌓여 있네요...ㅋㅋ다만 필터가 헤파필터가 아닌게 아쉽네요.가격대비 성능이 좋아 아주 ?합니다.
"178,600",평점4,11번가,21.04.02.,2020년형테팔 엑스퍼트3.60 TY6933,에어포스 360을 2년넘게 사용하다 청소기 노후화로 특가라 구매했는데 진짜 가볍네요 흡입구 솔이 에어포스360은 주기적인 머리카락 및 이물질 제거가 필요한데 엑스퍼트3.60은 청소가 필요없어 편리하네요 먼지통 제거하는것도 에스퍼트3.60이 편함가격대비 에어포스 360보다 가성비는 좋은듯합니다 하지만 마감이나 만듬세는 360이 무겁지만 조아요 계속 비교하며 사용해볼게요 득템한 기분입니다
"178,600",평점4,11번가,21.04.05.,2020년형테팔 엑스퍼트3.60 TY6933,헤드부분 유연하고 좋아요.가볍다 정도는 아니지만 한손으로 사용하기 어려움 없는 무게입니다.5시간 충전하면 세기 강하게 하여 17분 사용가능합니다.15평 집.바닦 정리 다 해놓고 돌리니 10-15분 정도면 청소완료 할수있어 아직은 괜찮으나 아무래도 배터리가 1-2년 사용할수있는 소모품이니 장기적으로 보면 조금 아쉬운 점입니다.
"178,600",평점3,11번가,21.04.05.,2020년형테팔 엑스퍼트3.60 TY6933,바람이 얼굴로와요. 나중에 사용감있을땐 사용하기 찝찝할꺼같은 불안감이있습니다. 그것빼고는 괜찮아요. 완충하고 두번사용했는데 중간에 꺼짐이 4번정도 발생했어요. 실수로 전원버튼을 누른건지 아님 충전불량인건지 몇이 더 테스트해보겠습니다.
"178,600",평점5,11번가,21.02.19.,2020년형테팔 엑스퍼트3.60 TY6933,TV홈쇼핑보다 엄마가 주문하래서 인터넷검색했더니 색상이 다른 것이라서 몇번이나 그 기종이 맞는지 확인해보고 주문했어요.밑에 입구 쪽이 자유자재로 움직여서 카페트등 잘 조종해야겠더라구요.요즘은 중간 막대 부분을 빼고 가볍게 사용하고 있어요.모바일상품권 발송해주셔서 정말 감사합니다.
"178,600",평점5,11번가,21.04.02.,2020년형테팔 엑스퍼트3.60 TY6933,구입 안했으면 후회할뻔 했네요.완전 훌륭합니다.소음도 적당하고 마감도 깔끔하고 흡입력도 양호합니다.허접한 수입산과 비교불가~~집청소하시느라 힘들어 하시는 어머니께 많은 도움이 될듯 합니다.거치대가 바닥에 있으면 더 좋았겠지만 마침 위치가 가벽이라 쉽게 설치했네요.
"178,600",평점5,11번가,21.04.07.,2020년형테팔 엑스퍼트3.60 TY6933,가격대비 좋아요배터리가 더 비싸서 갈진 못하겠고 한 2년쓰다 배터리 나가면 이거 다시 사는게 좋겠죠 ㅋ9만9천원에 산건데 배터리가 11만원이래서 ㅋㅋㅋ가볍진 않아요 보통 무선청소기 무게예요흡입력 좋고 저렴하고 잘샀어요
"178,600",평점2,옥션,21.02.19.,2020년형테팔 엑스퍼트3.60 TY6933,테팔이고 디자인이 예뻐서 구입했는데흡입은 센듯한데 바람이 얼굴쪽으로 나오는 것도 좀 그렇고 쓰레기 버리는 것이 원터치가 아니고 통과 필터를 다 빼야하고 소리도 큰 편이네요.필터도 헤파필터 아래단계 필터라 하더라구요. 99.9%걸러진다설명은 해주셨는데..
"178,600",평점5,11번가,21.04.04.,2020년형테팔 엑스퍼트3.60 TY6933,와이프 선물로 샀습니다. 작은 사무실에 쓸 거 알아봐 달래서 깜짝 선물로 샀는데 너무 맘에 든다고 이걸 집에서 쓰고 쓰던 호루라기 청소기를 사무실에 갔다놨네요. 바람이 사용자 쪽으로 나온다는 후기가 있었는데 크게 신경 쓰이는 정돈 아니에요.
"178,600",평점5,테팔,20.12.23.,2020년형테팔 엑스퍼트3.60 TY6933,테팔 청소기 다른거 쓰고있었는데 망가져서 다른걸로 재구매~ 배송두 빠르고 오자마자 충전시켜두고 써본결과 조금 시끄럽긴한데 괜찮음~ 구석 구석 부드럽게 먼지들 쏙쏙 잘 흡입해주니 넘 좋네요. 요번껀 더 오래 썼으면 좋겠네요~ 배송두 빠르고 상품도 넘 만족스럽네요~
"178,600",평점5,11번가,21.04.02.,2020년형테팔 엑스퍼트3.60 TY6933,동생에게 직배로 해서 보내주었더니 잘 받았다고 하네요^^조립도 쉽고 생각보다 가벼워 쓰기 좋다고 합니다디자인도 심플라니 착한가격에 구매해서 굿~~^^배송은 완죤 로켓배송 이네요빠른 배송에 감사드리구요 코로나 조심하시고 힘내세요
"178,600",평점5,테팔,22.01.06.,2020년형테팔 엑스퍼트3.60 TY6933,충전잔량표시두 나오구요 먼지 흡입구에 엘이디가 달려있어 어두운 방에서도 청소에 도움이 됩니다  배송도 매우 빠릅니다
"178,600",평점5,테팔,21.11.16.,2020년형테팔 엑스퍼트3.60 TY6933,"사용하기도 편하고, 가상비 최고 입니다."
"178,600",평점5,테팔,21.11.10.,2020년형테팔 엑스퍼트3.60 TY6933,사무실 청소용으로 샀는데 좋아요 만족합니다
"178,600",평점5,테팔,21.10.28.,2020년형테팔 엑스퍼트3.60 TY6933,배송빠르고 가격저렴함 성능도 괜찮은듯 싶고 모든게 깔끔간편해서 좋네요.5개나 한번에 사서 사용하는데 불편함이 없을듯 싶지만 추가베터리만 구입하면 될듯합니다.
"178,600",평점5,테팔,22.01.02.,2020년형테팔 엑스퍼트3.60 TY6933,디자인 깔끔하고 흡입력도 괜찮고 가성비 괜찮네요 한가지 단점이라면 거치대를 피스로 박는방법밖에없는건 아쉽네요
"178,600",평점5,테팔,21.10.01.,2020년형테팔 엑스퍼트3.60 TY6933,우리냥님이 사막으로 만들어놓으신 베란다 청소에 딱입니다 ㅋㅋ
"178,600",평점5,테팔,22.01.04.,2020년형테팔 엑스퍼트3.60 TY6933,가성비 최고에요!!! 편리하게 사용중입니다
"178,600",평점5,테팔,22.01.07.,2020년형테팔 엑스퍼트3.60 TY6933,좋아요 근데 충전 오래해도 빨리 꺼져요ㅠ 그리고 바람이 얼굴쪽으로 불어서 먼지가 다 오네요 ..
"178,600",평점5,테팔,21.12.30.,2020년형테팔 엑스퍼트3.60 TY6933,흡입력도 좋고 배터리도 길어서 좋아요
"178,600",평점5,테팔,21.12.27.,2020년형테팔 엑스퍼트3.60 TY6933,청소하기 편하네용 감사합니다
"178,600",평점5,테팔,22.01.07.,2020년형테팔 엑스퍼트3.60 TY6933,가볍고 진짜 좋아요
"178,600",평점3,테팔,21.12.26.,2020년형테팔 엑스퍼트3.60 TY6933,소리 너무 크고 청소할때 바람이 얼굴쪽으로 와서 불편하긴한데 가격대비로는 괜찮은거 같네요 ㅠ
"178,600",평점4,테팔,22.01.01.,2020년형테팔 엑스퍼트3.60 TY6933,환풍이 얼굴에 바로 쐬지는거 빼면 만족합니다
"178,600",평점4,테팔,21.12.30.,2020년형테팔 엑스퍼트3.60 TY6933,매장이 두개라 두번째 구매입니다
